scheduler_mode,repetition,run_type,query,client_start_time,client_end_time,client_duration_ms,overlap_type
FAIR,3,baseline,Q12,1788178660.0266519,1788178662.5546396,2527.9877185821533,none
FAIR,3,baseline,Q14,1788178662.555367,1788178664.6389313,2083.564281463623,none
FAIR,3,baseline,Q18,1788178664.639746,1788178669.7430632,5103.3172607421875,none
FAIR,4,baseline,Q1,1788178702.5409784,1788178707.9139395,5372.961044311523,none
FAIR,4,baseline,Q3,1788178707.915002,1788178710.8273587,2912.3566150665283,none
FAIR,4,baseline,Q6,1788178710.827841,1788178713.302192,2474.350929260254,none
FAIR,4,baseline,Q12,1788178713.3033395,1788178715.963397,2660.057544708252,none
FAIR,4,baseline,Q14,1788178715.9640298,1788178718.5542524,2590.2225971221924,none
FAIR,4,baseline,Q18,1788178718.5549989,1788178723.9149196,5359.9207401275635,none
FAIR,4,concurrent,Q1,1788178762.735366,1788178768.4329486,5697.582483291626,concurrent
FAIR,4,concurrent,Q3,1788178768.435857,1788178771.5653222,3129.465103149414,concurrent
FAIR,4,concurrent,Q6,1788178771.5662377,1788178773.945924,2379.6863555908203,concurrent
FAIR,4,concurrent,Q12,1788178773.9475138,1788178777.3713517,3423.837900161743,concurrent
FAIR,4,concurrent,Q14,1788178777.3722334,1788178780.2417762,2869.5428371429443,concurrent
FAIR,4,concurrent,Q18,1788178780.2426214,1788178786.765696,6523.074626922607,concurrent
FAIR,5,concurrent,Q1,1788178823.7677798,1788178828.679958,4912.17827796936,concurrent
FAIR,5,concurrent,Q3,1788178828.6824257,1788178831.4556532,2773.2274532318115,concurrent
FAIR,5,concurrent,Q6,1788178831.456608,1788178833.3326359,1876.0278224945068,concurrent
FAIR,5,concurrent,Q12,1788178833.3335068,1788178835.7133663,2379.859447479248,concurrent
FAIR,5,concurrent,Q14,1788178835.7142344,1788178838.2287164,2514.482021331787,concurrent
FAIR,5,concurrent,Q18,1788178838.2296329,1788178843.6034956,5373.862743377686,concurrent
FAIR,5,baseline,Q1,1788178874.026813,1788178878.2092023,4182.389259338379,none
FAIR,5,baseline,Q3,1788178878.2098482,1788178880.374113,2164.264917373657,none
FAIR,5,baseline,Q6,1788178880.3748443,1788178882.122486,1747.6418018341064,none
FAIR,5,baseline,Q12,1788178882.1231408,1788178884.5515518,2428.4110069274902,none
FAIR,5,baseline,Q14,1788178884.5522478,1788178886.3972118,1844.9640274047852,none
FAIR,5,baseline,Q18,1788178886.3981762,1788178890.8884442,4490.267992019653,none
FAIR,6,baseline,Q1,1788178920.3743432,1788178924.9512322,4576.8890380859375,none
FAIR,6,baseline,Q3,1788178924.9521792,1788178927.1369696,2184.7903728485107,none
FAIR,6,baseline,Q6,1788178927.1375692,1788178929.0075464,1869.9772357940674,none
FAIR,6,baseline,Q12,1788178929.0088158,1788178931.6118033,2602.98752784729,none
FAIR,6,baseline,Q14,1788178931.612762,1788178933.4854958,1872.7338314056396,none
FAIR,6,baseline,Q18,1788178933.4863873,1788178938.182734,4696.346759796143,none
FAIR,6,concurrent,Q1,1788178972.5624645,1788178978.1695573,5607.09285736084,concurrent
FAIR,6,concurrent,Q3,1788178978.1701355,1788178980.6025374,2432.4018955230713,concurrent
FAIR,6,concurrent,Q6,1788178980.6033204,1788178982.8058329,2202.512502670288,concurrent
FAIR,6,concurrent,Q12,1788178982.8066726,1788178985.3971858,2590.513229370117,concurrent
FAIR,6,concurrent,Q14,1788178985.398252,1788178988.3560414,2957.789421081543,concurrent
FAIR,6,concurrent,Q18,1788178988.3584113,1788178994.0921185,5733.7071895599365,concurrent
FAIR,7,concurrent,Q1,1788179030.9693987,1788179037.6746552,6705.256462097168,concurrent
FAIR,7,concurrent,Q3,1788179037.6842396,1788179041.344687,3660.447359085083,concurrent
FAIR,7,concurrent,Q6,1788179041.3456838,1788179044.3919826,3046.2987422943115,concurrent
FAIR,7,concurrent,Q12,1788179044.3929853,1788179047.6635647,3270.5793380737305,concurrent
FAIR,7,concurrent,Q14,1788179047.6710546,1788179050.7314742,3060.4195594787598,concurrent
FAIR,7,concurrent,Q18,1788179050.7326381,1788179057.3116117,6578.9735317230225,concurrent
FAIR,7,baseline,Q1,1788179094.353638,1788179100.1948128,5841.174840927124,none
FAIR,7,baseline,Q3,1788179100.1957424,1788179102.6491952,2453.4528255462646,none
FAIR,7,baseline,Q6,1788179102.6499672,1788179105.1131208,2463.153600692749,none
FAIR,7,baseline,Q12,1788179105.1144614,1788179107.7730646,2658.6031913757324,none
FAIR,7,baseline,Q14,1788179107.7737176,1788179110.362882,2589.1642570495605,none
FAIR,7,baseline,Q18,1788179110.3637908,1788179116.4919746,6128.183841705322,none
FAIR,8,baseline,Q1,1788179153.5432975,1788179159.3495739,5806.276321411133,none
FAIR,8,baseline,Q3,1788179159.3522148,1788179162.5333066,3181.091785430908,none
FAIR,8,baseline,Q6,1788179162.5343523,1788179164.6386628,2104.3105125427246,none
FAIR,8,baseline,Q12,1788179164.639327,1788179167.4377835,2798.4564304351807,none
FAIR,8,baseline,Q14,1788179167.4383972,1788179169.702375,2263.9777660369873,none
FAIR,8,baseline,Q18,1788179169.7032244,1788179175.7631505,6059.9260330200195,none
FAIR,8,concurrent,Q1,1788179212.7045138,1788179219.8490243,7144.510507583618,concurrent
FAIR,8,concurrent,Q3,1788179219.8506572,1788179223.019738,3169.0807342529297,concurrent
FAIR,8,concurrent,Q6,1788179223.0206146,1788179225.8454278,2824.8131275177,concurrent
FAIR,8,concurrent,Q12,1788179225.846297,1788179228.9065535,3060.2564811706543,concurrent
FAIR,8,concurrent,Q14,1788179228.9074821,1788179232.0538192,3146.3370323181152,concurrent
FAIR,8,concurrent,Q18,1788179232.0552187,1788179238.5296571,6474.438428878784,concurrent
FAIR,9,concurrent,Q1,1788179278.0405343,1788179284.3307638,6290.229558944702,concurrent
FAIR,9,concurrent,Q3,1788179284.3379068,1788179287.0659194,2728.0125617980957,concurrent
FAIR,9,concurrent,Q6,1788179287.0666661,1788179289.4398055,2373.1393814086914,concurrent
FAIR,9,concurrent,Q12,1788179289.4429765,1788179292.7880118,3345.0353145599365,concurrent
FAIR,9,concurrent,Q14,1788179292.7891061,1788179295.8846076,3095.50142288208,concurrent
FAIR,9,concurrent,Q18,1788179295.8859935,1788179302.63372,6747.7264404296875,concurrent
FAIR,9,baseline,Q1,1788179339.1900158,1788179345.5327604,6342.744588851929,none
FAIR,9,baseline,Q3,1788179345.5356212,1788179348.7826483,3247.0271587371826,none
FAIR,9,baseline,Q6,1788179348.7835245,1788179351.6490674,2865.5428886413574,none
FAIR,9,baseline,Q12,1788179351.6578379,1788179354.7426794,3084.84148979187,none
FAIR,9,baseline,Q14,1788179354.74334,1788179356.8890579,2145.7178592681885,none
FAIR,9,baseline,Q18,1788179356.8896968,1788179363.033307,6143.610239028931,none
FAIR,10,baseline,Q1,1788179398.8915653,1788179404.655334,5763.768672943115,none
FAIR,10,baseline,Q3,1788179404.6580439,1788179407.217852,2559.8082542419434,none
FAIR,10,baseline,Q6,1788179407.2187195,1788179409.5277379,2309.01837348938,none
FAIR,10,baseline,Q12,1788179409.5286453,1788179412.1996667,2671.0214614868164,none
FAIR,10,baseline,Q14,1788179412.2010746,1788179414.7012408,2500.166177749634,none
FAIR,10,baseline,Q18,1788179414.7027707,1788179420.427823,5725.052356719971,none
FAIR,10,concurrent,Q1,1788179456.4412744,1788179462.9799042,6538.629770278931,concurrent
FAIR,10,concurrent,Q3,1788179462.9825613,1788179465.861192,2878.6306381225586,concurrent
FAIR,10,concurrent,Q6,1788179465.862032,1788179468.1443071,2282.2751998901367,concurrent
FAIR,10,concurrent,Q12,1788179468.1482716,1788179471.4600923,3311.8207454681396,concurrent
FAIR,10,concurrent,Q14,1788179471.4608662,1788179474.3414893,2880.6231021881104,concurrent
FAIR,10,concurrent,Q18,1788179474.343996,1788179481.0943353,6750.3392696380615,concurrent
FAIR,11,concurrent,Q1,1788179520.350541,1788179526.8979716,6547.430515289307,concurrent
FAIR,11,concurrent,Q3,1788179526.9077775,1788179529.8004987,2892.721176147461,concurrent
FAIR,11,concurrent,Q6,1788179529.8015025,1788179532.4567184,2655.2159786224365,concurrent
FAIR,11,concurrent,Q12,1788179532.4594526,1788179535.4388144,2979.3617725372314,concurrent
FAIR,11,concurrent,Q14,1788179535.4398859,1788179538.5584228,3118.536949157715,concurrent
FAIR,11,concurrent,Q18,1788179538.5596137,1788179545.095826,6536.212205886841,concurrent
FAIR,11,baseline,Q1,1788179580.7553759,1788179586.7792294,6023.853540420532,none
FAIR,11,baseline,Q3,1788179586.7816987,1788179589.7890499,3007.3511600494385,none
FAIR,11,baseline,Q6,1788179589.7900317,1788179591.887537,2097.5053310394287,none
FAIR,11,baseline,Q12,1788179591.8885167,1788179594.8008647,2912.3480319976807,none
FAIR,11,baseline,Q14,1788179594.801714,1788179597.1532063,2351.492404937744,none
FAIR,11,baseline,Q18,1788179597.1540465,1788179603.2557418,6101.69529914856,none
FAIR,12,baseline,Q1,1788179638.5911155,1788179644.4475207,5856.405258178711,none
FAIR,12,baseline,Q3,1788179644.452072,1788179647.006537,2554.4650554656982,none
FAIR,12,baseline,Q6,1788179647.007282,1788179648.9324121,1925.1301288604736,none
FAIR,12,baseline,Q12,1788179648.9329555,1788179651.658546,2725.590467453003,none
FAIR,12,baseline,Q14,1788179651.6593773,1788179653.7713597,2111.9823455810547,none
FAIR,12,baseline,Q18,1788179653.7723527,1788179659.8605413,6088.188648223877,none
FAIR,12,concurrent,Q1,1788179697.447524,1788179703.9312637,6483.739614486694,concurrent
FAIR,12,concurrent,Q3,1788179703.933779,1788179706.9578876,3024.108648300171,concurrent
FAIR,12,concurrent,Q6,1788179706.9588695,1788179709.2127159,2253.8464069366455,concurrent
FAIR,12,concurrent,Q12,1788179709.214454,1788179712.4133284,3198.8744735717773,concurrent
FAIR,12,concurrent,Q14,1788179712.414202,1788179715.0117538,2597.5518226623535,concurrent
FAIR,12,concurrent,Q18,1788179715.0125122,1788179721.7266717,6714.1594886779785,concurrent
FAIR,13,concurrent,Q1,1788179758.5670476,1788179764.9028265,6335.7789516448975,concurrent
FAIR,13,concurrent,Q3,1788179764.9054508,1788179767.8213308,2915.879964828491,concurrent
FAIR,13,concurrent,Q6,1788179767.8220117,1788179770.5458853,2723.8736152648926,concurrent
FAIR,13,concurrent,Q12,1788179770.5466738,1788179773.4542546,2907.580852508545,concurrent
FAIR,13,concurrent,Q14,1788179773.4552212,1788179776.494678,3039.456844329834,concurrent
FAIR,13,concurrent,Q18,1788179776.4956112,1788179783.08199,6586.378812789917,concurrent
FAIR,13,baseline,Q1,1788179817.2031837,1788179822.7197444,5516.560792922974,none
FAIR,13,baseline,Q3,1788179822.7405465,1788179825.391662,2651.1154174804688,none
FAIR,13,baseline,Q6,1788179825.3931007,1788179827.7925,2399.3992805480957,none
FAIR,13,baseline,Q12,1788179827.7933853,1788179830.430742,2637.356758117676,none
FAIR,13,baseline,Q14,1788179830.431682,1788179833.0309649,2599.282741546631,none
FAIR,13,baseline,Q18,1788179833.031951,1788179839.4662287,6434.277772903442,none
FAIR,14,baseline,Q1,1788179875.567144,1788179881.4082432,5841.099262237549,none
FAIR,14,baseline,Q3,1788179881.4107661,1788179883.8516629,2440.89674949646,none
FAIR,14,baseline,Q6,1788179883.8523686,1788179885.453339,1600.9705066680908,none
FAIR,14,baseline,Q12,1788179885.4541202,1788179887.511551,2057.4307441711426,none
FAIR,14,baseline,Q14,1788179887.5123749,1788179889.4395247,1927.149772644043,none
FAIR,14,baseline,Q18,1788179889.440296,1788179893.5174212,4077.125310897827,none
FAIR,14,concurrent,Q1,1788179923.3086665,1788179928.0715673,4762.900829315186,concurrent
FAIR,14,concurrent,Q3,1788179928.0740986,1788179930.416914,2342.815399169922,concurrent
FAIR,14,concurrent,Q6,1788179930.418403,1788179932.5484824,2130.079507827759,concurrent
FAIR,14,concurrent,Q12,1788179932.5504482,1788179934.7654662,2215.0180339813232,concurrent
FAIR,14,concurrent,Q14,1788179934.7662754,1788179936.856384,2090.108633041382,concurrent
FAIR,14,concurrent,Q18,1788179936.857207,1788179941.9248312,5067.624092102051,concurrent
FAIR,15,concurrent,Q1,1788179971.0846586,1788179975.9489145,4864.255905151367,concurrent
FAIR,15,concurrent,Q3,1788179975.9513724,1788179978.3099895,2358.617067337036,concurrent
FAIR,15,concurrent,Q6,1788179978.3108008,1788179980.3567524,2045.9516048431396,concurrent
FAIR,15,concurrent,Q12,1788179980.3576214,1788179982.6576438,2300.0223636627197,concurrent
FAIR,15,concurrent,Q14,1788179982.6585143,1788179984.7129643,2054.450035095215,concurrent
FAIR,15,concurrent,Q18,1788179984.714013,1788179989.931202,5217.188835144043,concurrent
FAIR,15,baseline,Q1,1788180018.9734776,1788180023.1730604,4199.582815170288,none
FAIR,15,baseline,Q3,1788180023.1851995,1788180025.3305688,2145.369291305542,none
FAIR,15,baseline,Q6,1788180025.3313818,1788180027.014903,1683.5212707519531,none
FAIR,15,baseline,Q12,1788180027.0154972,1788180029.3841088,2368.6115741729736,none
FAIR,15,baseline,Q14,1788180029.384885,1788180031.1649463,1780.0612449645996,none
FAIR,15,baseline,Q18,1788180031.1658046,1788180035.571068,4405.263423919678,none
FAIR,16,baseline,Q1,1788180063.4362612,1788180068.0723221,4636.060953140259,none
FAIR,16,baseline,Q3,1788180068.0731115,1788180070.2151341,2142.0226097106934,none
FAIR,16,baseline,Q6,1788180070.2160265,1788180071.9658873,1749.8607635498047,none
FAIR,16,baseline,Q12,1788180071.9666803,1788180074.3238792,2357.19895362854,none
FAIR,16,baseline,Q14,1788180074.3251362,1788180076.2538223,1928.6861419677734,none
FAIR,16,baseline,Q18,1788180076.2545295,1788180081.1564288,4901.899337768555,none
FAIR,16,concurrent,Q1,1788180110.098276,1788180115.5005355,5402.259588241577,concurrent
FAIR,16,concurrent,Q3,1788180115.5016387,1788180117.9614158,2459.7771167755127,concurrent
FAIR,16,concurrent,Q6,1788180117.9621103,1788180120.0939896,2131.8793296813965,concurrent
FAIR,16,concurrent,Q12,1788180120.0950983,1788180122.3907197,2295.621395111084,concurrent
FAIR,16,concurrent,Q14,1788180122.3915467,1788180124.7504852,2358.938455581665,concurrent
FAIR,16,concurrent,Q18,1788180124.751409,1788180130.108994,5357.5849533081055,concurrent
FAIR,17,concurrent,Q1,1788180159.7004461,1788180164.395678,4695.231914520264,concurrent
FAIR,17,concurrent,Q3,1788180164.3965538,1788180166.7182465,2321.692705154419,concurrent
FAIR,17,concurrent,Q6,1788180166.7190285,1788180168.8382792,2119.250774383545,concurrent
FAIR,17,concurrent,Q12,1788180168.839024,1788180171.092537,2253.5128593444824,concurrent
FAIR,17,concurrent,Q14,1788180171.0932708,1788180173.1137161,2020.4453468322754,concurrent
FAIR,17,concurrent,Q18,1788180173.1169744,1788180178.4272337,5310.2593421936035,concurrent
FAIR,17,baseline,Q1,1788180207.1967695,1788180211.532331,4335.561513900757,none
FAIR,17,baseline,Q3,1788180211.5336847,1788180213.6168768,2083.1921100616455,none
FAIR,17,baseline,Q6,1788180213.6176262,1788180215.3068588,1689.232587814331,none
FAIR,17,baseline,Q12,1788180215.307754,1788180217.6067991,2299.0450859069824,none
FAIR,17,baseline,Q14,1788180217.6074889,1788180219.4762776,1868.788719177246,none
FAIR,17,baseline,Q18,1788180219.4768765,1788180224.1381497,4661.273241043091,none
FAIR,18,baseline,Q1,1788180250.9807742,1788180254.8947976,3914.0233993530273,none
FAIR,18,baseline,Q3,1788180254.896022,1788180257.110865,2214.8430347442627,none
FAIR,18,baseline,Q6,1788180257.111676,1788180258.7126608,1600.984811782837,none
FAIR,18,baseline,Q12,1788180258.7135289,1788180260.6975956,1984.0667247772217,none
FAIR,18,baseline,Q14,1788180260.6998327,1788180262.568543,1868.7102794647217,none
FAIR,18,baseline,Q18,1788180262.5693772,1788180266.7779408,4208.563566207886,none
FAIR,18,concurrent,Q1,1788180294.4858778,1788180299.1884723,4702.594518661499,concurrent
FAIR,18,concurrent,Q3,1788180299.1900687,1788180301.317014,2126.9452571868896,concurrent
FAIR,18,concurrent,Q6,1788180301.317788,1788180303.109759,1791.971206665039,concurrent
FAIR,18,concurrent,Q12,1788180303.110976,1788180305.5932806,2482.304573059082,concurrent
FAIR,18,concurrent,Q14,1788180305.5940251,1788180307.5132198,1919.1946983337402,concurrent
FAIR,18,concurrent,Q18,1788180307.5140426,1788180312.4730947,4959.052085876465,concurrent
FAIR,19,concurrent,Q1,1788180340.8770912,1788180345.2382138,4361.122608184814,concurrent
FAIR,19,concurrent,Q3,1788180345.2390413,1788180347.4290054,2189.9640560150146,concurrent
FAIR,19,concurrent,Q6,1788180347.436528,1788180349.1917982,1755.27024269104,concurrent
FAIR,19,concurrent,Q12,1788180349.194156,1788180351.6433332,2449.1772651672363,concurrent
FAIR,19,concurrent,Q14,1788180351.645035,1788180353.5742443,1929.2092323303223,concurrent
FAIR,19,concurrent,Q18,1788180353.5752597,1788180358.5326843,4957.424640655518,concurrent
FAIR,19,baseline,Q1,1788180385.2487664,1788180389.1702957,3921.5292930603027,none
FAIR,19,baseline,Q3,1788180389.171082,1788180391.4014175,2230.335474014282,none
FAIR,19,baseline,Q6,1788180391.4021668,1788180393.0099664,1607.7995300292969,none
FAIR,19,baseline,Q12,1788180393.010736,1788180394.9916751,1980.9391498565674,none
FAIR,19,baseline,Q14,1788180394.9940002,1788180396.982964,1988.9638423919678,none
FAIR,19,baseline,Q18,1788180396.9839396,1788180401.2049928,4221.053123474121,none
FAIR,20,baseline,Q1,1788180427.4319217,1788180431.28517,3853.248357772827,none
FAIR,20,baseline,Q3,1788180431.2860653,1788180433.4175928,2131.5274238586426,none
FAIR,20,baseline,Q6,1788180433.4184449,1788180435.0157862,1597.3412990570068,none
FAIR,20,baseline,Q12,1788180435.0166283,1788180436.9390223,1922.394037246704,none
FAIR,20,baseline,Q14,1788180436.9411616,1788180438.947115,2005.953311920166,none
FAIR,20,baseline,Q18,1788180438.9479182,1788180443.13104,4183.121919631958,none
FAIR,20,concurrent,Q1,1788180470.8560228,1788180475.1809895,4324.966669082642,concurrent
FAIR,20,concurrent,Q3,1788180475.1833885,1788180477.414935,2231.546640396118,concurrent
FAIR,20,concurrent,Q6,1788180477.415612,1788180479.5294068,2113.7948036193848,concurrent
FAIR,20,concurrent,Q12,1788180479.5302045,1788180481.719816,2189.6114349365234,concurrent
FAIR,20,concurrent,Q14,1788180481.7205873,1788180483.656317,1935.729742050171,concurrent
FAIR,20,concurrent,Q18,1788180483.6572018,1788180488.5827641,4925.562381744385,concurrent
FAIR,21,concurrent,Q1,1788180516.7526648,1788180521.1067088,4354.043960571289,concurrent
FAIR,21,concurrent,Q3,1788180521.1075656,1788180523.253956,2146.390438079834,concurrent
FAIR,21,concurrent,Q6,1788180523.2547169,1788180525.370506,2115.7891750335693,concurrent
FAIR,21,concurrent,Q12,1788180525.371299,1788180527.515449,2144.1500186920166,concurrent
FAIR,21,concurrent,Q14,1788180527.5162115,1788180529.4400504,1923.8388538360596,concurrent
FAIR,21,concurrent,Q18,1788180529.4408348,1788180534.3511882,4910.353422164917,concurrent
FAIR,21,baseline,Q1,1788180561.0825195,1788180564.9953,3912.780523300171,none
FAIR,21,baseline,Q3,1788180564.9973872,1788180566.9605346,1963.1474018096924,none
FAIR,21,baseline,Q6,1788180566.9612453,1788180568.5744767,1613.2314205169678,none
FAIR,21,baseline,Q12,1788180568.5753148,1788180570.6194525,2044.137716293335,none
FAIR,21,baseline,Q14,1788180570.6213424,1788180572.4236603,1802.3178577423096,none
FAIR,21,baseline,Q18,1788180572.4245481,1788180576.6338189,4209.270715713501,none
